,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
1605,46414060,46400085,2020-10-02 12:35:58.198411,,0 days 01:00:57.000000000,2020-10-02 13:36:55.198411,,3657,1605,0
351,46420083,46408248,2020-10-02 12:36:07.198411,,0 days 00:15:58.000000000,2020-10-02 12:52:05.198411,,958,351,0
2206,746015438,46363315,2020-10-02 12:36:11.198411,,0 days 01:50:26.000000000,2020-10-02 14:26:37.198411,,6626,2206,0
1226,46436030,46333825,2020-10-02 12:36:15.198411,,0 days 01:03:46.000000000,2020-10-02 13:40:01.198411,,3826,1226,0
1665,46331848,46302368,2020-10-02 12:36:17.198411,,0 days 01:34:31.000000000,2020-10-02 14:10:48.198411,,5671,1665,0
107,1411689638,46371409,2020-10-02 12:36:20.198411,,0 days 03:16:15.000000000,2020-10-02 15:52:35.198411,,11775,107,0
2114,1328287919,46360978,2020-10-02 12:36:29.198411,,0 days 00:58:58.000000000,2020-10-02 13:35:27.198411,,3538,2114,0
806,46425605,271391422,2020-10-02 12:36:39.198411,,0 days 00:20:02.000000000,2020-10-02 12:56:41.198411,,1202,806,0
1377,46395064,5833160437,2020-10-02 12:36:40.198411,,0 days 00:36:22.000000000,2020-10-02 13:13:02.198411,,2182,1377,0
382,7800918439,46408248,2020-10-02 12:36:52.198411,,0 days 00:38:22.000000000,2020-10-02 13:15:14.198411,,2302,382,0
20,324022023,46343252,2020-10-02 12:36:53.198411,,0 days 02:01:57.000000000,2020-10-02 14:38:50.198411,,7317,20,0
3036,46353917,46177266,2020-10-02 12:36:53.198411,,0 days 02:01:03.000000000,2020-10-02 14:37:56.198411,,7263,3036,0
2525,46337839,46403876,2020-10-02 12:37:08.198411,,0 days 01:17:56.000000000,2020-10-02 13:55:04.198411,,4676,2525,0
2635,6949114049,46393121,2020-10-02 12:37:37.198411,,0 days 00:44:16.000000000,2020-10-02 13:21:53.198411,,2656,2635,0
989,46312585,46310180,2020-10-02 12:37:39.198411,,0 days 00:55:00.000000000,2020-10-02 13:32:39.198411,,3300,989,0
758,440365409,3185222148,2020-10-02 12:37:41.198411,,0 days 01:35:18.000000000,2020-10-02 14:12:59.198411,,5718,758,0
3038,1525016908,46369368,2020-10-02 12:37:42.198411,,0 days 00:50:25.000000000,2020-10-02 13:28:07.198411,,3025,3038,0
2066,7886095726,46396067,2020-10-02 12:37:43.198411,,0 days 01:12:21.000000000,2020-10-02 13:50:04.198411,,4341,2066,0
54,481290960,1069320476,2020-10-02 12:37:44.198411,,0 days 01:55:50.000000000,2020-10-02 14:33:34.198411,,6950,54,0
1674,6185791679,46372928,2020-10-02 12:37:46.198411,,0 days 00:53:40.000000000,2020-10-02 13:31:26.198411,,3220,1674,0
1723,7230058506,46445564,2020-10-02 12:37:55.198411,,0 days 01:07:04.000000000,2020-10-02 13:44:59.198411,,4024,1723,0
2355,46365303,1069290042,2020-10-02 12:37:57.198411,,0 days 00:18:26.000000000,2020-10-02 12:56:23.198411,,1106,2355,0
660,46338919,46396066,2020-10-02 12:37:58.198411,,0 days 00:49:09.000000000,2020-10-02 13:27:07.198411,,2949,660,0
2470,4977952665,46398234,2020-10-02 12:37:58.198411,,0 days 01:37:42.000000000,2020-10-02 14:15:40.198411,,5862,2470,0
204,5137410225,3694043159,2020-10-02 12:38:01.198411,,0 days 01:12:53.000000000,2020-10-02 13:50:54.198411,,4373,204,0
1220,46424939,798909668,2020-10-02 12:38:04.198411,,0 days 00:32:30.000000000,2020-10-02 13:10:34.198411,,1950,1220,0
1866,1715224330,3309328504,2020-10-02 12:38:05.198411,,0 days 00:49:40.000000000,2020-10-02 13:27:45.198411,,2980,1866,0
2412,46349235,46363077,2020-10-02 12:38:05.198411,,0 days 01:18:38.000000000,2020-10-02 13:56:43.198411,,4718,2412,0
1978,46351179,722976543,2020-10-02 12:38:07.198411,,0 days 01:02:38.000000000,2020-10-02 13:40:45.198411,,3758,1978,0
2871,46269472,1587126020,2020-10-02 12:38:09.198411,,0 days 01:02:23.000000000,2020-10-02 13:40:32.198411,,3743,2871,0
620,46276322,451707293,2020-10-02 12:38:12.198411,,0 days 02:01:00.000000000,2020-10-02 14:39:12.198411,,7260,620,0
2479,46386634,46411953,2020-10-02 12:38:19.198411,,0 days 01:55:42.000000000,2020-10-02 14:34:01.198411,,6942,2479,0
1694,46378180,2305669220,2020-10-02 12:38:23.198411,,0 days 00:27:35.000000000,2020-10-02 13:05:58.198411,,1655,1694,0
873,46302780,46415032,2020-10-02 12:38:24.198411,,0 days 01:45:26.000000000,2020-10-02 14:23:50.198411,,6326,873,0
2787,46482157,46318954,2020-10-02 12:38:33.198411,,0 days 02:28:01.000000000,2020-10-02 15:06:34.198411,,8881,2787,0
2344,46357461,863195548,2020-10-02 12:38:34.198411,,0 days 00:49:25.000000000,2020-10-02 13:27:59.198411,,2965,2344,0
2682,46288607,5805311950,2020-10-02 12:38:48.198411,,0 days 00:42:15.000000000,2020-10-02 13:21:03.198411,,2535,2682,0
1010,46255080,46345887,2020-10-02 12:38:54.198411,,0 days 00:47:36.000000000,2020-10-02 13:26:30.198411,,2856,1010,0
2143,46318613,4571078880,2020-10-02 12:38:58.198411,,0 days 00:33:09.000000000,2020-10-02 13:12:07.198411,,1989,2143,0
822,46178706,46417566,2020-10-02 12:38:59.198411,,0 days 01:58:11.000000000,2020-10-02 14:37:10.198411,,7091,822,0
1086,6391839592,46386453,2020-10-02 12:39:01.198411,,0 days 01:07:55.000000000,2020-10-02 13:46:56.198411,,4075,1086,0
1355,46254897,46417481,2020-10-02 12:39:09.198411,,0 days 01:27:08.000000000,2020-10-02 14:06:17.198411,,5228,1355,0
328,46336424,5832869154,2020-10-02 12:39:11.198411,,0 days 01:08:50.000000000,2020-10-02 13:48:01.198411,,4130,328,0
2546,46314904,46421292,2020-10-02 12:39:14.198411,,0 days 01:34:09.000000000,2020-10-02 14:13:23.198411,,5649,2546,0
627,3416675272,1069320425,2020-10-02 12:39:14.198411,,0 days 00:15:50.000000000,2020-10-02 12:55:04.198411,,950,627,0
880,1256673332,46444838,2020-10-02 12:39:28.198411,,0 days 03:01:45.000000000,2020-10-02 15:41:13.198411,,10905,880,0
597,3301285121,175661621,2020-10-02 12:39:29.198411,,0 days 01:17:36.000000000,2020-10-02 13:57:05.198411,,4656,597,0
1987,46336656,3306416878,2020-10-02 12:39:30.198411,,0 days 01:51:21.000000000,2020-10-02 14:30:51.198411,,6681,1987,0
588,5180029053,1057816391,2020-10-02 12:39:32.198411,,0 days 00:23:19.000000000,2020-10-02 13:02:51.198411,,1399,588,0
737,46329202,46328546,2020-10-02 12:39:33.198411,,0 days 01:06:41.000000000,2020-10-02 13:46:14.198411,,4001,737,0
3155,3301285118,297095264,2020-10-02 12:39:35.198411,,0 days 01:13:53.000000000,2020-10-02 13:53:28.198411,,4433,3155,0
844,46414731,4625767490,2020-10-02 12:39:38.198411,,0 days 01:15:10.000000000,2020-10-02 13:54:48.198411,,4510,844,0
1243,46339710,46374662,2020-10-02 12:39:39.198411,,0 days 01:10:15.000000000,2020-10-02 13:49:54.198411,,4215,1243,0
1657,7223803102,46375173,2020-10-02 12:39:52.198411,,0 days 00:46:20.000000000,2020-10-02 13:26:12.198411,,2780,1657,0
441,46317819,46347893,2020-10-02 12:39:53.198411,,0 days 00:56:31.000000000,2020-10-02 13:36:24.198411,,3391,441,0
909,46320050,46190269,2020-10-02 12:40:05.198411,,0 days 01:26:51.000000000,2020-10-02 14:06:56.198411,,5211,909,0
714,46481231,46349435,2020-10-02 12:40:08.198411,,0 days 01:53:59.000000000,2020-10-02 14:34:07.198411,,6839,714,0
3118,2020233448,46281618,2020-10-02 12:40:12.198411,,0 days 00:25:23.000000000,2020-10-02 13:05:35.198411,,1523,3118,0
956,46440554,46447303,2020-10-02 12:40:12.198411,,0 days 00:56:32.000000000,2020-10-02 13:36:44.198411,,3392,956,0
2468,46420255,46370539,2020-10-02 12:40:14.198411,,0 days 00:28:23.000000000,2020-10-02 13:08:37.198411,,1703,2468,0
2708,46345976,46401453,2020-10-02 12:40:20.198411,,0 days 00:27:38.000000000,2020-10-02 13:07:58.198411,,1658,2708,0
3163,2306196661,46423458,2020-10-02 12:40:21.198411,,0 days 00:42:14.000000000,2020-10-02 13:22:35.198411,,2534,3163,0
1814,46206853,798909668,2020-10-02 12:40:22.198411,,0 days 01:31:32.000000000,2020-10-02 14:11:54.198411,,5492,1814,0
1575,46444472,46384645,2020-10-02 12:40:43.198411,,0 days 00:36:31.000000000,2020-10-02 13:17:14.198411,,2191,1575,0
1257,46418359,3185460795,2020-10-02 12:40:46.198411,,0 days 00:50:34.000000000,2020-10-02 13:31:20.198411,,3034,1257,0
90,46353153,46412617,2020-10-02 12:40:48.198411,,0 days 01:46:27.000000000,2020-10-02 14:27:15.198411,,6387,90,0
998,46360617,46332984,2020-10-02 12:40:48.198411,,0 days 00:55:46.000000000,2020-10-02 13:36:34.198411,,3346,998,0
3153,46390250,46380158,2020-10-02 12:40:51.198411,,0 days 00:05:37.000000000,2020-10-02 12:46:28.198411,,337,3153,0
1160,46325882,46426683,2020-10-02 12:40:57.198411,,0 days 01:42:15.000000000,2020-10-02 14:23:12.198411,,6135,1160,0
1505,46363698,46390250,2020-10-02 12:41:02.198411,,0 days 00:33:46.000000000,2020-10-02 13:14:48.198411,,2026,1505,0
1368,46282211,46359162,2020-10-02 12:41:02.198411,,0 days 02:02:37.000000000,2020-10-02 14:43:39.198411,,7357,1368,0
687,46217328,2311099032,2020-10-02 12:41:03.198411,,0 days 01:22:40.000000000,2020-10-02 14:03:43.198411,,4960,687,0
570,1069290032,46415905,2020-10-02 12:41:08.198411,,0 days 00:37:29.000000000,2020-10-02 13:18:37.198411,,2249,570,0
607,46261781,2311089897,2020-10-02 12:41:15.198411,,0 days 01:03:56.000000000,2020-10-02 13:45:11.198411,,3836,607,0
1917,46434463,46384225,2020-10-02 12:41:17.198411,,0 days 01:15:55.000000000,2020-10-02 13:57:12.198411,,4555,1917,0
1651,46406734,46471946,2020-10-02 12:41:18.198411,,0 days 01:54:18.000000000,2020-10-02 14:35:36.198411,,6858,1651,0
642,46347609,297095280,2020-10-02 12:41:19.198411,,0 days 00:59:18.000000000,2020-10-02 13:40:37.198411,,3558,642,0
1547,1655773332,2300846515,2020-10-02 12:41:33.198411,,0 days 01:28:09.000000000,2020-10-02 14:09:42.198411,,5289,1547,0
1316,4519063338,7042617202,2020-10-02 12:41:35.198411,,0 days 00:39:54.000000000,2020-10-02 13:21:29.198411,,2394,1316,0
690,46277756,46403025,2020-10-02 12:41:50.198411,,0 days 01:50:46.000000000,2020-10-02 14:32:36.198411,,6646,690,0
2983,46405764,46330932,2020-10-02 12:41:54.198411,,0 days 00:58:22.000000000,2020-10-02 13:40:16.198411,,3502,2983,0
2459,46341119,5899675527,2020-10-02 12:41:55.198411,,0 days 02:47:00.000000000,2020-10-02 15:28:55.198411,,10020,2459,0
2544,46270689,2772719483,2020-10-02 12:41:59.198411,,0 days 01:05:22.000000000,2020-10-02 13:47:21.198411,,3922,2544,0
1271,46314364,2311099032,2020-10-02 12:42:00.198411,,0 days 00:50:13.000000000,2020-10-02 13:32:13.198411,,3013,1271,0
1965,46370050,90204588,2020-10-02 12:42:01.198411,,0 days 01:07:58.000000000,2020-10-02 13:49:59.198411,,4078,1965,0
2520,46361837,1069290042,2020-10-02 12:42:04.198411,,0 days 01:12:38.000000000,2020-10-02 13:54:42.198411,,4358,2520,0
1022,46477931,46283238,2020-10-02 12:42:09.198411,,0 days 02:39:16.000000000,2020-10-02 15:21:25.198411,,9556,1022,0
1090,1746135649,4624053878,2020-10-02 12:42:11.198411,,0 days 00:21:18.000000000,2020-10-02 13:03:29.198411,,1278,1090,0
401,46347891,2298641934,2020-10-02 12:42:11.198411,,0 days 00:26:34.000000000,2020-10-02 13:08:45.198411,,1594,401,0
2081,46433914,46362707,2020-10-02 12:42:15.198411,,0 days 00:35:25.000000000,2020-10-02 13:17:40.198411,,2125,2081,0
2540,46390250,46315339,2020-10-02 12:42:15.198411,,0 days 00:40:06.000000000,2020-10-02 13:22:21.198411,,2406,2540,0
2311,5828012939,46388896,2020-10-02 12:42:21.198411,,0 days 00:13:32.000000000,2020-10-02 12:55:53.198411,,812,2311,0
2590,46368088,46419987,2020-10-02 12:42:21.198411,,0 days 00:40:55.000000000,2020-10-02 13:23:16.198411,,2455,2590,0
2122,6932962790,7042617202,2020-10-02 12:42:31.198411,,0 days 00:47:31.000000000,2020-10-02 13:30:02.198411,,2851,2122,0
960,3361630313,46386984,2020-10-02 12:42:34.198411,,0 days 01:16:27.000000000,2020-10-02 13:59:01.198411,,4587,960,0
1216,46526685,46388666,2020-10-02 12:42:44.198411,,0 days 02:30:36.000000000,2020-10-02 15:13:20.198411,,9036,1216,0
552,46332529,2613311559,2020-10-02 12:42:46.198411,,0 days 00:54:38.000000000,2020-10-02 13:37:24.198411,,3278,552,0
1106,46367805,3301116965,2020-10-02 12:42:49.198411,,0 days 01:17:06.000000000,2020-10-02 13:59:55.198411,,4626,1106,0
2058,2308176051,46392046,2020-10-02 12:42:58.198411,,0 days 00:30:05.000000000,2020-10-02 13:13:03.198411,,1805,2058,0
4,46372734,46367561,2020-10-02 12:43:07.198411,,0 days 00:43:33.000000000,2020-10-02 13:26:40.198411,,2613,4,0
2561,46277529,46396067,2020-10-02 12:43:13.198411,,0 days 01:04:43.000000000,2020-10-02 13:47:56.198411,,3883,2561,0
438,798909747,3792707520,2020-10-02 12:43:13.198411,,0 days 00:30:26.000000000,2020-10-02 13:13:39.198411,,1826,438,0
765,2337049929,46438029,2020-10-02 12:43:14.198411,,0 days 00:33:39.000000000,2020-10-02 13:16:53.198411,,2019,765,0
2418,2020614365,3214953956,2020-10-02 12:43:40.198411,,0 days 00:44:25.000000000,2020-10-02 13:28:05.198411,,2665,2418,0
348,46325417,46399935,2020-10-02 12:43:43.198411,,0 days 01:08:36.000000000,2020-10-02 13:52:19.198411,,4116,348,0
1529,46314318,46415641,2020-10-02 12:43:45.198411,,0 days 01:14:44.000000000,2020-10-02 13:58:29.198411,,4484,1529,0
2371,46307579,2311109634,2020-10-02 12:43:47.198411,,0 days 00:30:12.000000000,2020-10-02 13:13:59.198411,,1812,2371,0
617,46440472,7027316064,2020-10-02 12:43:54.198411,,0 days 00:05:43.000000000,2020-10-02 12:49:37.198411,,343,617,0
2010,46289500,4447532269,2020-10-02 12:43:57.198411,,0 days 01:04:57.000000000,2020-10-02 13:48:54.198411,,3897,2010,0
482,7191938581,46365575,2020-10-02 12:43:58.198411,,0 days 01:40:54.000000000,2020-10-02 14:24:52.198411,,6054,482,0
2767,4525002389,4946660079,2020-10-02 12:43:59.198411,,0 days 01:52:57.000000000,2020-10-02 14:36:56.198411,,6777,2767,0
2976,46336045,46429524,2020-10-02 12:44:02.198411,,0 days 00:57:16.000000000,2020-10-02 13:41:18.198411,,3436,2976,0
2102,46414060,46405594,2020-10-02 12:44:02.198411,,0 days 00:53:07.000000000,2020-10-02 13:37:09.198411,,3187,2102,0
1502,46409618,46402233,2020-10-02 12:44:02.198411,,0 days 00:41:35.000000000,2020-10-02 13:25:37.198411,,2495,1502,0
1533,46376585,46378182,2020-10-02 12:44:12.198411,,0 days 00:17:23.000000000,2020-10-02 13:01:35.198411,,1043,1533,0
2582,46177897,46295994,2020-10-02 12:44:13.198411,,0 days 01:13:52.000000000,2020-10-02 13:58:05.198411,,4432,2582,0
2657,46479876,46425405,2020-10-02 12:44:15.198411,,0 days 00:43:54.000000000,2020-10-02 13:28:09.198411,,2634,2657,0
2949,46446210,46428530,2020-10-02 12:44:21.198411,,0 days 01:20:01.000000000,2020-10-02 14:04:22.198411,,4801,2949,0
2727,46434407,1838674586,2020-10-02 12:44:27.198411,,0 days 01:50:46.000000000,2020-10-02 14:35:13.198411,,6646,2727,0
2488,46406828,46374243,2020-10-02 12:44:28.198411,,0 days 01:43:23.000000000,2020-10-02 14:27:51.198411,,6203,2488,0
781,46431377,2296494806,2020-10-02 12:44:29.198411,,0 days 01:11:18.000000000,2020-10-02 13:55:47.198411,,4278,781,0
879,46326872,297095272,2020-10-02 12:44:30.198411,,0 days 01:40:32.000000000,2020-10-02 14:25:02.198411,,6032,879,0
83,46370255,3177152066,2020-10-02 12:44:35.198411,,0 days 00:37:59.000000000,2020-10-02 13:22:34.198411,,2279,83,0
1801,46480820,46435513,2020-10-02 12:44:35.198411,,0 days 00:40:14.000000000,2020-10-02 13:24:49.198411,,2414,1801,0
2886,7027372303,46461427,2020-10-02 12:44:35.198411,,0 days 00:24:20.000000000,2020-10-02 13:08:55.198411,,1460,2886,0
2743,1780485223,46344047,2020-10-02 12:44:43.198411,,0 days 01:38:35.000000000,2020-10-02 14:23:18.198411,,5915,2743,0
2791,46409976,46444710,2020-10-02 12:44:47.198411,,0 days 00:30:06.000000000,2020-10-02 13:14:53.198411,,1806,2791,0
1168,46188646,46270689,2020-10-02 12:44:49.198411,,0 days 00:47:48.000000000,2020-10-02 13:32:37.198411,,2868,1168,0
1151,46312655,46372266,2020-10-02 12:44:50.198411,,0 days 00:43:10.000000000,2020-10-02 13:28:00.198411,,2590,1151,0
971,46530979,348133375,2020-10-02 12:44:58.198411,,0 days 01:20:07.000000000,2020-10-02 14:05:05.198411,,4807,971,0
3197,3176714997,46341971,2020-10-02 12:44:59.198411,,0 days 00:33:28.000000000,2020-10-02 13:18:27.198411,,2008,3197,0
1604,46289809,46389846,2020-10-02 12:44:59.198411,,0 days 01:01:13.000000000,2020-10-02 13:46:12.198411,,3673,1604,0
1196,344367367,46439532,2020-10-02 12:45:05.198411,,0 days 01:27:35.000000000,2020-10-02 14:12:40.198411,,5255,1196,0
3093,7125955953,46383464,2020-10-02 12:45:06.198411,,0 days 02:00:26.000000000,2020-10-02 14:45:32.198411,,7226,3093,0
1921,1618887436,46380483,2020-10-02 12:45:07.198411,,0 days 01:22:18.000000000,2020-10-02 14:07:25.198411,,4938,1921,0
809,46367433,46334837,2020-10-02 12:45:13.198411,,0 days 00:22:45.000000000,2020-10-02 13:07:58.198411,,1365,809,0
2006,1341149060,46363077,2020-10-02 12:45:14.198411,,0 days 00:26:42.000000000,2020-10-02 13:11:56.198411,,1602,2006,0
2716,46442763,46424528,2020-10-02 12:45:14.198411,,0 days 01:08:54.000000000,2020-10-02 13:54:08.198411,,4134,2716,0
357,46351557,46371430,2020-10-02 12:45:21.198411,,0 days 00:43:16.000000000,2020-10-02 13:28:37.198411,,2596,357,0
637,46446707,2306196663,2020-10-02 12:45:22.198411,,0 days 00:26:44.000000000,2020-10-02 13:12:06.198411,,1604,637,0
139,46358665,46391361,2020-10-02 12:45:24.198411,,0 days 02:05:18.000000000,2020-10-02 14:50:42.198411,,7518,139,0
2002,46436493,46386984,2020-10-02 12:45:29.198411,,0 days 01:33:43.000000000,2020-10-02 14:19:12.198411,,5623,2002,0
277,46307985,46400085,2020-10-02 12:45:29.198411,,0 days 01:29:08.000000000,2020-10-02 14:14:37.198411,,5348,277,0
1466,267044663,2300172811,2020-10-02 12:45:29.198411,,0 days 00:33:56.000000000,2020-10-02 13:19:25.198411,,2036,1466,0
2518,46374243,46380094,2020-10-02 12:45:39.198411,,0 days 00:14:31.000000000,2020-10-02 13:00:10.198411,,871,2518,0
167,46336500,46365572,2020-10-02 12:45:40.198411,,0 days 00:25:20.000000000,2020-10-02 13:11:00.198411,,1520,167,0
1678,46194128,46380737,2020-10-02 12:45:50.198411,,0 days 01:25:04.000000000,2020-10-02 14:10:54.198411,,5104,1678,0
1024,1715224330,1069320462,2020-10-02 12:46:08.198411,,0 days 01:32:58.000000000,2020-10-02 14:19:06.198411,,5578,1024,0
1365,295677787,4571078880,2020-10-02 12:46:18.198411,,0 days 00:58:11.000000000,2020-10-02 13:44:29.198411,,3491,1365,0
2970,46551596,46277529,2020-10-02 12:46:18.198411,,0 days 03:01:07.000000000,2020-10-02 15:47:25.198411,,10867,2970,0
2897,46482541,46379144,2020-10-02 12:46:39.198411,,0 days 01:20:23.000000000,2020-10-02 14:07:02.198411,,4823,2897,0
2462,46397956,46417392,2020-10-02 12:46:44.198411,,0 days 01:21:17.000000000,2020-10-02 14:08:01.198411,,4877,2462,0
2484,46495109,46472779,2020-10-02 12:46:52.198411,,0 days 02:53:05.000000000,2020-10-02 15:39:57.198411,,10385,2484,0
1519,46360087,46415826,2020-10-02 12:46:53.198411,,0 days 01:08:50.000000000,2020-10-02 13:55:43.198411,,4130,1519,0
2679,46346415,46353914,2020-10-02 12:46:54.198411,,0 days 01:11:50.000000000,2020-10-02 13:58:44.198411,,4310,2679,0
1539,46267627,46398632,2020-10-02 12:46:58.198411,,0 days 02:16:14.000000000,2020-10-02 15:03:12.198411,,8174,1539,0
2426,330033173,1395825124,2020-10-02 12:47:04.198411,,0 days 01:04:15.000000000,2020-10-02 13:51:19.198411,,3855,2426,0
1286,46378914,46393121,2020-10-02 12:47:06.198411,,0 days 00:12:24.000000000,2020-10-02 12:59:30.198411,,744,1286,0
2766,5836950128,2311168469,2020-10-02 12:47:16.198411,,0 days 00:22:42.000000000,2020-10-02 13:09:58.198411,,1362,2766,0
1428,46345379,2309524195,2020-10-02 12:47:18.198411,,0 days 00:57:08.000000000,2020-10-02 13:44:26.198411,,3428,1428,0
1328,46411806,46392048,2020-10-02 12:47:22.198411,,0 days 00:27:37.000000000,2020-10-02 13:14:59.198411,,1657,1328,0
3056,46414806,46351122,2020-10-02 12:47:32.198411,,0 days 01:33:40.000000000,2020-10-02 14:21:12.198411,,5620,3056,0
1999,46362476,46408005,2020-10-02 12:47:34.198411,,0 days 00:23:56.000000000,2020-10-02 13:11:30.198411,,1436,1999,0
2478,319545802,1069290032,2020-10-02 12:47:42.198411,,0 days 01:37:55.000000000,2020-10-02 14:25:37.198411,,5875,2478,0
1910,46178256,46363315,2020-10-02 12:47:50.198411,,0 days 01:26:53.000000000,2020-10-02 14:14:43.198411,,5213,1910,0
1480,46220300,46324554,2020-10-02 12:48:12.198411,,0 days 00:53:43.000000000,2020-10-02 13:41:55.198411,,3223,1480,0
1400,46332271,46260264,2020-10-02 12:48:12.198411,,0 days 01:48:51.000000000,2020-10-02 14:37:03.198411,,6531,1400,0
335,2188702229,3387608953,2020-10-02 12:48:12.198411,,0 days 02:42:22.000000000,2020-10-02 15:30:34.198411,,9742,335,0
2063,46245940,46387274,2020-10-02 12:48:16.198411,,0 days 02:10:29.000000000,2020-10-02 14:58:45.198411,,7829,2063,0
759,46263141,46391478,2020-10-02 12:48:20.198411,,0 days 01:31:49.000000000,2020-10-02 14:20:09.198411,,5509,759,0
1350,4625767593,2020614365,2020-10-02 12:48:20.198411,,0 days 00:08:57.000000000,2020-10-02 12:57:17.198411,,537,1350,0
1073,2640695297,46402799,2020-10-02 12:48:26.198411,,0 days 02:11:31.000000000,2020-10-02 14:59:57.198411,,7891,1073,0
1530,1527945464,7602828934,2020-10-02 12:48:27.198411,,0 days 02:01:00.000000000,2020-10-02 14:49:27.198411,,7260,1530,0
182,46346609,5777055555,2020-10-02 12:48:39.198411,,0 days 00:45:30.000000000,2020-10-02 13:34:09.198411,,2730,182,0
2772,5836950146,46399103,2020-10-02 12:48:39.198411,,0 days 00:27:10.000000000,2020-10-02 13:15:49.198411,,1630,2772,0
966,46421833,2298641934,2020-10-02 12:48:43.198411,,0 days 00:51:40.000000000,2020-10-02 13:40:23.198411,,3100,966,0
